Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Income
Bachelors,2017,New Delhi,2,25,Male,No,3,0,1091718
Bachelors,2015,New Delhi,3,28,Female,No,2,0,514389
Bachelors,2013,Pune,2,26,Female,No,4,1,1035192
Bachelors,2017,Bangalore,3,27,Female,No,5,0,554339
Bachelors,2015,Pune,2,24,Female,No,2,1,905077
Bachelors,2017,Bangalore,3,27,Female,No,5,0,695292
Bachelors,2016,Bangalore,3,25,Male,No,3,1,550151
Bachelors,2018,Bangalore,3,26,Male,No,4,1,455018
Bachelors,2015,Bangalore,3,27,Male,No,5,0,558048
Bachelors,2014,Pune,3,24,Male,No,2,0,543532
Bachelors,2012,Bangalore,3,27,Male,No,5,0,502167
Bachelors,2013,Pune,3,27,Male,No,5,0,615806
Bachelors,2015,Bangalore,1,25,Male,No,3,0,1401697
Masters,2017,New Delhi,2,25,Female,No,3,0,1049464
PHD,2015,Pune,3,28,Male,No,0,0,628650
Bachelors,2015,Bangalore,3,28,Male,No,3,0,402255
Bachelors,2016,Bangalore,3,28,Male,No,5,0,685452
PHD,2013,New Delhi,3,24,Male,No,2,0,442185
Bachelors,2014,Bangalore,3,26,Male,Yes,4,0,586060
Bachelors,2015,Pune,2,26,Female,Yes,4,1,871096
Bachelors,2017,Bangalore,3,27,Male,Yes,5,0,624370
Bachelors,2014,New Delhi,3,26,Male,No,4,0,560071
Masters,2013,Bangalore,3,27,Male,No,5,1,544504
Bachelors,2016,Pune,3,24,Male,Yes,2,0,458706
Bachelors,2016,Bangalore,3,26,Male,No,4,0,460342
Bachelors,2013,Pune,2,28,Female,No,2,1,909718
Masters,2017,Bangalore,2,24,Male,No,2,1,1082853
Masters,2017,New Delhi,2,24,Male,No,2,1,1045286
Masters,2015,Pune,2,24,Female,No,2,1,916112
Bachelors,2014,Pune,3,26,Male,No,4,0,636561
Bachelors,2016,Pune,2,27,Female,No,5,1,972464
Bachelors,2017,Bangalore,3,25,Male,No,3,0,464058
Masters,2017,New Delhi,2,26,Female,No,4,0,817471
Bachelors,2016,Bangalore,1,25,Female,No,3,0,1225641
PHD,2014,Bangalore,1,25,Female,No,3,0,1412193
Bachelors,2013,Bangalore,3,25,Female,No,3,0,401564
Bachelors,2014,New Delhi,3,24,Male,No,2,0,598736
Bachelors,2015,Pune,2,28,Female,Yes,2,1,858579
Bachelors,2014,New Delhi,3,28,Male,No,5,0,641557
Bachelors,2015,Bangalore,3,26,Male,No,4,0,451821
Bachelors,2014,Bangalore,3,25,Male,No,3,0,654728
Bachelors,2018,Pune,3,26,Male,No,4,1,522258
Masters,2015,Pune,2,28,Female,No,2,0,1062811
Masters,2013,New Delhi,3,28,Male,No,2,1,602816
Bachelors,2014,Bangalore,3,25,Male,No,3,0,609934
Masters,2015,New Delhi,2,26,Female,No,4,0,1055570
Bachelors,2016,New Delhi,3,27,Male,No,5,0,466105
Bachelors,2014,Bangalore,3,24,Female,No,2,0,551337
Masters,2017,Pune,3,24,Female,No,2,0,419121
Bachelors,2014,Pune,3,25,Female,No,3,1,478663
Bachelors,2015,Pune,3,27,Female,No,5,1,421074
Bachelors,2017,New Delhi,2,28,Male,No,0,0,966023
Bachelors,2017,New Delhi,3,25,Female,No,3,0,632054
Bachelors,2012,Pune,3,24,Male,No,2,1,549261
Masters,2016,New Delhi,3,25,Male,No,3,1,509178
Bachelors,2015,Pune,2,26,Female,No,4,1,1018392
Masters,2014,New Delhi,3,27,Male,No,5,0,549003
Bachelors,2015,Bangalore,3,24,Female,No,2,1,473336
Bachelors,2014,New Delhi,3,25,Male,No,3,0,620799
Bachelors,2017,Bangalore,3,24,Male,No,2,0,572265
Bachelors,2017,New Delhi,3,24,Female,No,2,1,672662
Bachelors,2012,Bangalore,3,28,Male,No,1,0,616870
Bachelors,2014,Bangalore,1,26,Male,No,4,0,1442442
Bachelors,2017,Bangalore,3,28,Male,Yes,3,0,560867
Bachelors,2015,Pune,1,25,Female,No,3,1,1407208
Bachelors,2015,Pune,2,24,Female,Yes,2,1,995292
Bachelors,2017,Pune,2,26,Male,No,4,0,934781
Bachelors,2015,Bangalore,3,28,Male,No,0,0,515935
Bachelors,2016,Bangalore,3,28,Male,No,2,0,553665
Bachelors,2013,Pune,3,28,Female,Yes,3,1,474114
Bachelors,2017,Bangalore,3,27,Male,No,5,0,578204
Masters,2015,New Delhi,3,25,Male,No,3,0,469092
Bachelors,2012,New Delhi,3,28,Female,No,4,0,634857
Bachelors,2012,Bangalore,3,26,Male,No,4,0,550505
Bachelors,2012,Bangalore,3,25,Male,No,3,0,652828
Masters,2017,New Delhi,3,25,Male,No,3,1,568715
Bachelors,2017,Bangalore,3,25,Male,No,3,0,409361
Bachelors,2012,Bangalore,3,26,Female,No,4,0,459828
Bachelors,2017,Bangalore,3,26,Female,No,4,0,676146
Masters,2017,New Delhi,2,25,Male,Yes,3,1,995438
Bachelors,2015,Bangalore,3,25,Male,No,3,0,694254
Bachelors,2013,Bangalore,3,26,Female,No,4,0,459754
Bachelors,2017,Pune,3,25,Female,No,3,1,436585
Bachelors,2014,New Delhi,3,28,Female,Yes,2,0,453264
Bachelors,2016,Bangalore,3,27,Female,No,5,0,650828
Bachelors,2018,Bangalore,3,25,Male,No,3,1,567794
Bachelors,2012,Bangalore,3,27,Female,Yes,5,0,464589
Bachelors,2017,New Delhi,3,27,Female,No,5,0,403981
Bachelors,2016,Bangalore,2,25,Male,No,3,1,990092
Bachelors,2016,Bangalore,3,28,Female,No,4,0,533135
Bachelors,2017,New Delhi,2,27,Male,No,5,0,984637
Bachelors,2016,Bangalore,3,24,Female,No,2,0,669844
Bachelors,2013,Bangalore,3,25,Male,No,3,0,640820
Bachelors,2017,New Delhi,2,25,Female,No,3,0,982166
Bachelors,2015,Pune,3,24,Male,No,2,0,578973
Bachelors,2012,New Delhi,3,25,Female,No,3,0,538593
PHD,2017,New Delhi,3,27,Female,No,5,0,447389
Bachelors,2014,Bangalore,3,25,Female,No,3,1,405851
Masters,2017,Bangalore,3,28,Male,No,2,0,696944
Bachelors,2016,Pune,3,25,Male,No,3,0,608008
Bachelors,2014,Bangalore,3,25,Male,Yes,3,0,484691
Bachelors,2012,New Delhi,3,27,Male,No,5,0,447219
Bachelors,2012,Pune,3,25,Female,No,3,1,437832
Masters,2015,New Delhi,3,27,Female,No,5,0,624657
Bachelors,2014,Bangalore,3,24,Male,No,2,0,594438
Bachelors,2015,Pune,2,27,Female,No,5,1,982032
Bachelors,2014,Bangalore,3,25,Male,No,3,1,420971
Bachelors,2015,Bangalore,3,25,Male,No,3,0,634582
Bachelors,2018,New Delhi,3,26,Female,No,4,1,415568
Bachelors,2017,Pune,2,26,Female,No,4,1,952370
Bachelors,2014,Pune,2,24,Female,No,2,1,1091991
Bachelors,2013,Bangalore,3,27,Male,No,5,0,562174
Bachelors,2017,New Delhi,2,27,Male,No,5,0,961640
PHD,2012,New Delhi,3,28,Female,No,1,0,409901
Masters,2012,New Delhi,3,26,Female,No,4,1,504762
Bachelors,2014,Bangalore,3,27,Male,No,5,0,491451
Bachelors,2013,Bangalore,3,28,Female,No,0,1,681144
Bachelors,2014,Pune,3,26,Male,No,4,0,437333
Bachelors,2016,Pune,2,24,Female,No,2,1,1083053
Bachelors,2015,Bangalore,1,24,Female,No,2,1,1395418
Bachelors,2012,Bangalore,3,26,Female,No,4,0,664453
Masters,2014,Pune,3,27,Male,No,5,0,582345
Masters,2017,New Delhi,2,27,Male,No,5,1,1051523
Masters,2017,New Delhi,1,25,Female,No,3,0,1487769
Masters,2012,Pune,3,28,Male,No,0,1,540651
Masters,2012,New Delhi,3,28,Male,No,2,1,674967
Masters,2013,New Delhi,2,24,Male,No,2,1,1077582
Bachelors,2015,Pune,3,25,Female,No,3,1,513793
Masters,2017,New Delhi,3,28,Male,No,5,0,580416
Bachelors,2013,Bangalore,3,24,Male,No,2,0,633088
Masters,2015,Bangalore,3,28,Male,No,1,1,424434
Bachelors,2018,Bangalore,3,27,Female,Yes,5,1,548631
Bachelors,2015,Bangalore,3,24,Male,No,2,1,424585
Bachelors,2014,Pune,3,26,Male,No,4,0,578189
Bachelors,2013,New Delhi,3,25,Female,No,3,0,654724
Bachelors,2013,Bangalore,3,26,Male,No,4,0,405813
Bachelors,2018,New Delhi,3,28,Female,No,0,1,462824
Bachelors,2013,Bangalore,3,25,Female,No,3,0,413889
PHD,2012,Pune,3,27,Male,No,5,0,412041
Bachelors,2013,Bangalore,3,24,Male,No,2,0,465625
Bachelors,2013,Bangalore,3,28,Female,No,3,0,640892
Bachelors,2015,Pune,3,24,Male,No,2,0,547255
Bachelors,2013,Pune,3,27,Male,No,5,0,418402
Bachelors,2012,New Delhi,3,27,Male,No,5,0,630136
Bachelors,2018,Bangalore,3,26,Female,Yes,4,1,432158
Bachelors,2013,Bangalore,3,26,Male,No,4,0,462016
Bachelors,2015,Pune,2,24,Female,No,2,1,869509
Bachelors,2016,Bangalore,3,24,Male,No,2,0,442055
PHD,2018,Bangalore,3,27,Female,No,5,1,413403
Bachelors,2015,Bangalore,3,26,Male,No,4,0,568970
Bachelors,2015,New Delhi,1,26,Female,No,4,1,1481730
Bachelors,2015,Pune,2,24,Female,No,2,1,1083240
Bachelors,2013,Pune,3,27,Male,No,5,0,474902
PHD,2016,New Delhi,3,24,Female,No,2,0,585963
Bachelors,2013,Bangalore,3,26,Male,No,4,0,590600
Bachelors,2015,Bangalore,3,28,Male,No,5,0,434357
Bachelors,2015,Bangalore,3,26,Female,No,4,0,441037
Bachelors,2016,Bangalore,3,27,Female,No,5,0,644654
Bachelors,2017,Pune,3,25,Female,No,3,1,589319
Masters,2017,New Delhi,2,26,Male,No,4,1,1071276
Bachelors,2012,Bangalore,3,27,Male,No,5,0,684873
Bachelors,2014,Bangalore,3,26,Female,No,4,1,419656
Bachelors,2015,Pune,2,25,Female,No,3,1,1009441
Bachelors,2013,Bangalore,3,26,Male,No,4,0,407162
Bachelors,2017,Pune,2,28,Male,No,1,1,964656
Bachelors,2014,Bangalore,3,25,Male,No,3,0,589901
Bachelors,2013,Bangalore,3,27,Male,No,5,0,539517
PHD,2013,Bangalore,3,26,Male,No,4,0,566322
Bachelors,2013,New Delhi,3,25,Female,Yes,3,1,679719
Bachelors,2017,Bangalore,1,28,Female,No,3,0,1369997
Bachelors,2014,Bangalore,3,26,Male,No,4,0,584931
Bachelors,2015,New Delhi,3,27,Male,No,5,0,621337
Masters,2013,Pune,2,28,Male,No,2,1,908150
Bachelors,2013,New Delhi,3,25,Female,Yes,3,1,460051
Masters,2017,New Delhi,2,26,Male,No,4,0,1090352
Masters,2016,New Delhi,3,25,Male,No,3,0,598423
Bachelors,2017,Bangalore,3,28,Female,Yes,5,0,411334
Masters,2017,New Delhi,2,28,Female,No,2,0,949515
Bachelors,2012,Bangalore,1,27,Male,No,5,1,1351567
Bachelors,2018,Bangalore,3,27,Male,No,5,1,533340
Bachelors,2016,Bangalore,3,24,Female,No,2,0,569457
Bachelors,2017,Pune,3,26,Male,No,4,0,665952
Bachelors,2017,New Delhi,3,25,Female,No,3,0,526195
Bachelors,2015,Pune,3,28,Female,Yes,5,1,627629
Bachelors,2015,Bangalore,3,26,Male,No,4,1,594564
Masters,2015,Pune,2,26,Female,Yes,4,1,945852
Masters,2015,Pune,3,25,Male,No,3,1,516912
Bachelors,2016,Pune,3,27,Female,No,5,1,697434
Bachelors,2013,Bangalore,3,25,Male,No,3,0,404029
Bachelors,2018,Pune,3,26,Male,Yes,4,1,685841
Bachelors,2014,Bangalore,3,27,Female,No,5,0,404215
Bachelors,2017,Bangalore,1,25,Male,No,3,0,1260119
Bachelors,2015,New Delhi,3,26,Male,No,4,0,464637
Bachelors,2015,Pune,3,24,Female,No,2,1,539633
Bachelors,2015,Bangalore,3,28,Male,No,2,0,407980
Bachelors,2014,Pune,2,26,Female,No,4,1,1008744
Bachelors,2017,Bangalore,3,27,Male,No,5,1,639961
Bachelors,2014,Bangalore,3,26,Male,No,4,0,612421
Bachelors,2018,New Delhi,3,28,Female,No,5,1,417839
Bachelors,2015,Bangalore,3,28,Male,No,0,1,468920
Bachelors,2016,New Delhi,3,28,Female,No,3,0,600614
Bachelors,2017,Bangalore,3,25,Male,No,3,0,446262
Bachelors,2015,Pune,3,24,Female,No,2,1,454231
Masters,2018,New Delhi,3,28,Male,No,2,1,554067
Bachelors,2015,Bangalore,3,27,Female,No,5,0,625450
Bachelors,2017,Bangalore,3,24,Male,No,2,1,473891
Bachelors,2017,New Delhi,2,28,Female,No,0,0,988285
Bachelors,2015,Bangalore,3,25,Male,No,3,0,639068
Bachelors,2012,Bangalore,3,28,Male,No,2,0,420833
Bachelors,2013,Bangalore,3,26,Male,No,4,0,499727
Bachelors,2016,Bangalore,1,24,Male,No,2,0,1460139
Bachelors,2016,Pune,3,27,Male,No,5,0,436250
Bachelors,2013,Pune,3,24,Male,No,2,0,506093
Masters,2017,Pune,2,26,Female,No,4,1,1083735
Bachelors,2017,New Delhi,3,26,Male,No,4,0,688834
Bachelors,2018,Pune,3,25,Female,No,3,1,669089
Bachelors,2018,Bangalore,3,24,Male,No,2,1,467811
Bachelors,2015,Pune,3,24,Male,Yes,2,0,420347
Bachelors,2013,Bangalore,3,24,Female,No,2,1,584522
Bachelors,2013,Pune,2,28,Male,Yes,0,1,996814
Bachelors,2018,Bangalore,3,24,Male,No,2,1,644193
Bachelors,2014,Bangalore,3,24,Male,No,2,0,683437
Bachelors,2016,Bangalore,3,28,Female,No,5,0,563357
Bachelors,2014,Bangalore,3,25,Male,No,3,0,405625
Bachelors,2014,Bangalore,3,26,Female,No,4,0,677894
Masters,2017,Bangalore,2,28,Male,No,2,0,1064931
Bachelors,2012,Bangalore,3,27,Male,No,5,0,465277
Bachelors,2016,Bangalore,3,27,Female,No,5,0,403554
Masters,2018,Bangalore,3,28,Male,No,2,1,616422
Bachelors,2017,Bangalore,3,24,Male,No,2,0,673615
Bachelors,2012,Pune,3,24,Male,No,2,0,646837
Bachelors,2016,New Delhi,3,28,Male,No,0,0,521565
Bachelors,2012,Bangalore,3,27,Male,No,5,0,690622
Bachelors,2014,Bangalore,3,27,Male,No,5,0,646503
Bachelors,2017,Bangalore,3,24,Male,No,2,1,569610
Bachelors,2012,Bangalore,1,27,Male,No,5,0,1392559
Bachelors,2017,Bangalore,3,28,Female,No,5,0,467039
Bachelors,2014,Pune,3,25,Male,No,3,0,489095
Bachelors,2015,Pune,3,25,Male,No,3,0,613714
Bachelors,2017,Pune,2,28,Male,No,0,1,987069
Bachelors,2015,Pune,2,26,Female,No,4,1,951067
Bachelors,2015,Pune,2,27,Female,No,5,1,1089128
Bachelors,2015,Pune,3,26,Female,No,4,1,610401
Bachelors,2015,Bangalore,2,28,Female,No,3,1,1066194
Bachelors,2012,Pune,3,25,Male,No,3,0,416608
Bachelors,2013,Bangalore,3,25,Male,Yes,3,1,635472
Bachelors,2016,New Delhi,3,26,Male,No,4,0,668219
PHD,2018,New Delhi,3,24,Female,No,2,1,618209
Bachelors,2014,Bangalore,3,27,Female,No,5,0,404978
Masters,2017,New Delhi,2,26,Male,Yes,4,1,888963
Bachelors,2015,Pune,2,27,Female,No,5,1,1076113
Bachelors,2014,Bangalore,3,24,Male,No,2,0,525968
Masters,2017,Pune,2,25,Female,No,3,0,926187
Bachelors,2017,New Delhi,3,28,Female,No,2,0,655729
Bachelors,2014,Bangalore,3,27,Male,Yes,5,0,564979
Bachelors,2012,Bangalore,3,24,Male,No,2,0,611846
Bachelors,2018,Pune,3,24,Male,No,2,1,672186
Bachelors,2015,Bangalore,3,27,Female,Yes,5,1,592693
Bachelors,2015,New Delhi,3,28,Female,No,3,0,610509
Bachelors,2015,Pune,3,27,Female,No,5,1,469568
Bachelors,2015,Bangalore,3,28,Male,No,5,0,458351
Bachelors,2015,New Delhi,2,27,Female,Yes,5,1,1087013
Bachelors,2016,Bangalore,3,27,Male,No,5,0,514291
Masters,2017,New Delhi,3,27,Female,No,5,1,645148
Bachelors,2017,Pune,2,26,Female,No,4,1,1069839
Bachelors,2015,Pune,3,27,Female,No,5,1,502357
Bachelors,2018,Pune,3,27,Female,No,5,1,496366
Bachelors,2012,Bangalore,3,25,Male,No,3,0,699814
Bachelors,2017,Bangalore,3,25,Male,No,3,0,473121
PHD,2013,New Delhi,3,27,Female,No,5,1,560247
Bachelors,2016,Bangalore,3,28,Male,No,2,0,570117
Bachelors,2012,Bangalore,3,25,Female,Yes,3,0,613425
Bachelors,2015,Bangalore,3,27,Male,No,5,0,685689
Bachelors,2016,Pune,2,24,Female,No,2,1,935726
Bachelors,2016,Bangalore,3,26,Male,No,4,1,577183
Bachelors,2014,Pune,3,27,Male,Yes,5,0,640784
Bachelors,2013,Bangalore,3,24,Male,Yes,2,0,612499
Bachelors,2017,Bangalore,3,25,Male,No,3,1,689161
Bachelors,2017,Pune,2,24,Female,No,2,1,1014906
Bachelors,2013,Bangalore,3,27,Male,No,5,0,632690
Masters,2013,Bangalore,3,26,Female,No,4,1,559490
Bachelors,2012,Pune,3,25,Female,No,3,1,661375
Bachelors,2015,New Delhi,3,28,Female,No,2,0,615321
Masters,2017,New Delhi,2,24,Female,No,2,0,1021309
Masters,2013,New Delhi,3,26,Male,No,4,1,547619
Bachelors,2014,Bangalore,3,26,Male,No,4,0,567858
PHD,2016,New Delhi,3,24,Female,No,2,0,689935
Bachelors,2017,New Delhi,3,26,Male,No,4,0,622205
Bachelors,2016,Bangalore,3,26,Male,No,4,0,517236
Bachelors,2014,Bangalore,3,27,Male,No,5,0,681383
Bachelors,2017,New Delhi,3,28,Female,No,0,0,455438
PHD,2016,New Delhi,3,27,Female,No,5,0,481173
Masters,2014,Bangalore,3,28,Female,No,4,1,546529
Bachelors,2014,Bangalore,3,28,Female,No,2,0,612027
Bachelors,2017,Bangalore,3,24,Female,No,2,0,440427
Masters,2015,New Delhi,3,28,Male,No,0,0,527717
Bachelors,2015,Pune,2,25,Female,No,3,1,943197
Masters,2017,Pune,2,27,Male,No,5,1,1055137
Bachelors,2014,Pune,2,25,Female,No,3,1,833866
Bachelors,2015,Pune,2,28,Female,Yes,2,1,1059126
Bachelors,2013,Pune,3,25,Male,No,3,0,679355
Bachelors,2013,Pune,1,26,Female,No,4,1,1398041
Bachelors,2012,Pune,2,27,Female,No,5,1,1025097
Masters,2017,New Delhi,3,28,Male,No,0,0,652293
Bachelors,2012,Bangalore,3,28,Female,No,1,0,422584
Bachelors,2015,Pune,2,25,Female,Yes,3,1,1044044
Bachelors,2015,Bangalore,3,26,Male,No,4,0,584281
Bachelors,2015,Bangalore,3,24,Female,No,2,0,428112
Bachelors,2018,New Delhi,3,24,Female,No,2,1,482434
Bachelors,2017,New Delhi,3,27,Female,Yes,5,0,593227
PHD,2012,Pune,3,27,Male,No,5,0,543134
Bachelors,2012,Bangalore,3,26,Male,No,4,0,509023
Bachelors,2013,Bangalore,3,25,Male,No,3,1,580937
Bachelors,2015,New Delhi,3,24,Female,No,2,0,554132
Bachelors,2013,Pune,3,24,Female,No,2,0,641107
Bachelors,2016,Pune,3,24,Male,No,2,0,522520
Bachelors,2018,Pune,3,24,Male,Yes,2,1,403673
Bachelors,2015,Bangalore,3,27,Female,Yes,5,1,468979
Bachelors,2018,Bangalore,3,26,Male,No,4,1,696045
Bachelors,2012,Pune,3,24,Female,No,2,1,645206
Masters,2017,New Delhi,3,27,Male,No,5,1,484251
Bachelors,2012,Bangalore,3,26,Male,No,4,0,472226
Bachelors,2013,Bangalore,3,27,Male,No,5,0,450784
Bachelors,2015,New Delhi,3,25,Female,No,3,0,446513
Bachelors,2018,Bangalore,3,24,Female,No,2,1,602110
Bachelors,2014,Bangalore,3,28,Male,No,4,0,596383
Bachelors,2013,Pune,1,26,Female,No,4,1,1278528
Bachelors,2015,Bangalore,3,27,Male,No,5,0,494037
Bachelors,2013,Bangalore,3,24,Male,No,2,0,553207
Bachelors,2016,Bangalore,3,26,Male,No,4,1,642460
Bachelors,2013,Bangalore,3,25,Female,No,3,1,495647
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,637844
Bachelors,2017,Pune,3,26,Male,No,4,0,692367
Bachelors,2018,Pune,2,28,Female,No,5,1,1047315
Masters,2017,Pune,2,27,Male,No,5,0,898754
Bachelors,2013,Bangalore,3,25,Female,No,3,0,594142
Bachelors,2017,Bangalore,3,24,Male,No,2,0,431594
Bachelors,2017,New Delhi,2,25,Female,No,3,0,1047038
Bachelors,2018,Pune,3,27,Female,No,5,1,404986
Bachelors,2016,Pune,3,27,Male,No,5,0,646288
Bachelors,2013,Bangalore,1,24,Male,No,2,0,1265399
Bachelors,2012,Bangalore,1,28,Male,No,3,0,1223716
Bachelors,2016,Pune,2,28,Female,No,3,1,978280
Bachelors,2016,Pune,3,24,Male,No,2,0,409259
Bachelors,2017,Bangalore,3,28,Male,No,3,0,436528
Bachelors,2017,Pune,2,28,Male,No,3,0,815035
Bachelors,2017,Bangalore,3,25,Female,No,3,1,656586
Bachelors,2015,Bangalore,3,25,Male,No,3,0,656052
Masters,2013,New Delhi,3,25,Male,No,3,1,495573
Bachelors,2017,Bangalore,3,24,Male,No,2,0,674969
Bachelors,2013,Pune,3,27,Male,No,5,0,636793
Bachelors,2013,Pune,2,24,Female,No,2,1,953881
Bachelors,2017,Bangalore,3,28,Male,No,1,1,652041
Bachelors,2012,Bangalore,3,25,Male,No,3,0,560658
Bachelors,2014,Pune,3,26,Male,No,4,0,473321
Bachelors,2015,Pune,1,24,Female,No,2,1,1322963
Masters,2013,New Delhi,3,24,Female,Yes,2,1,524538
Bachelors,2014,Bangalore,3,25,Male,No,3,0,412139
Bachelors,2017,New Delhi,2,26,Male,No,4,0,901339
Bachelors,2014,Bangalore,3,25,Male,No,3,0,524306
Masters,2013,New Delhi,3,25,Male,No,3,1,432876
Bachelors,2014,Bangalore,3,24,Male,No,2,0,586794
Bachelors,2014,Pune,2,28,Female,No,3,1,1012133
Masters,2015,New Delhi,3,28,Male,No,2,0,635366
Bachelors,2015,Bangalore,3,28,Male,No,5,0,507398
Bachelors,2017,Bangalore,3,24,Male,No,2,0,450175
Bachelors,2014,Pune,3,27,Male,No,5,0,471983
Bachelors,2015,Pune,2,28,Female,No,5,1,1044175
Masters,2017,New Delhi,2,26,Female,No,4,1,879635
Bachelors,2016,New Delhi,3,26,Female,No,4,0,479410
Bachelors,2016,Bangalore,3,26,Female,No,4,0,635996
Bachelors,2013,New Delhi,3,27,Female,No,5,0,690546
Bachelors,2014,Bangalore,3,28,Male,No,3,0,642644
Bachelors,2017,New Delhi,3,25,Male,No,3,0,609705
Bachelors,2015,Bangalore,1,27,Male,No,5,0,1319461
Bachelors,2013,Bangalore,3,26,Male,No,4,0,516272
Bachelors,2014,Bangalore,3,24,Female,No,2,0,400586
Bachelors,2014,Pune,2,26,Male,No,4,0,954405
Bachelors,2013,Bangalore,3,24,Male,No,2,1,545164
Bachelors,2012,Bangalore,3,25,Male,No,3,0,657241
Bachelors,2012,Bangalore,3,27,Male,Yes,5,0,666389
Bachelors,2012,Bangalore,3,28,Male,No,1,0,503913
Masters,2017,New Delhi,2,25,Female,No,3,1,1042957
Bachelors,2014,Bangalore,3,25,Male,No,3,0,674618
Bachelors,2016,Pune,2,27,Female,No,5,1,1068951
Bachelors,2017,Pune,3,28,Male,No,3,0,460403
Masters,2017,New Delhi,3,28,Male,No,2,0,582491
PHD,2018,Pune,3,26,Male,No,4,1,507110
Masters,2017,New Delhi,2,24,Male,No,2,1,835265
Bachelors,2014,Bangalore,3,28,Male,No,0,0,473118
Masters,2015,Pune,3,26,Female,No,4,0,687214
Bachelors,2016,Bangalore,3,27,Male,No,5,1,620437
Bachelors,2016,New Delhi,3,28,Female,No,4,0,624367
Bachelors,2012,Pune,3,26,Male,No,4,0,596059
Masters,2015,Bangalore,2,27,Female,No,5,1,909229
Masters,2017,Pune,1,28,Male,No,0,0,1437226
Masters,2015,New Delhi,3,28,Female,No,2,0,628000
Bachelors,2017,Bangalore,3,26,Male,No,4,1,641623
Bachelors,2017,Pune,3,28,Female,No,4,1,535981
Bachelors,2015,Pune,3,25,Male,No,3,0,639872
Masters,2017,New Delhi,2,27,Female,No,5,0,835035
Masters,2015,Pune,2,27,Female,No,5,0,1049756
Bachelors,2015,Bangalore,3,25,Male,No,3,1,643548
Bachelors,2013,Bangalore,3,28,Female,No,1,0,450616
Bachelors,2015,Pune,3,25,Female,No,3,1,655802
Bachelors,2012,Bangalore,3,28,Female,No,2,1,600697
Bachelors,2016,Pune,3,27,Female,No,5,1,453241
Bachelors,2016,Bangalore,3,26,Male,No,4,0,484296
PHD,2018,New Delhi,3,26,Male,No,4,1,578203
Bachelors,2017,Bangalore,3,27,Male,No,5,0,602508
Bachelors,2018,Pune,3,28,Male,No,2,1,445398
Bachelors,2013,Bangalore,3,24,Male,No,2,0,646284
Bachelors,2013,New Delhi,3,26,Male,No,4,0,562730
Bachelors,2013,Bangalore,3,28,Male,Yes,1,0,586821
Masters,2017,New Delhi,2,28,Female,No,2,0,1041774
Bachelors,2016,Bangalore,1,24,Male,No,2,0,1405454
Bachelors,2017,Bangalore,3,27,Male,No,5,0,565078
Bachelors,2014,Pune,2,27,Female,No,5,1,838355
Bachelors,2017,Bangalore,3,27,Male,No,5,0,510836
Bachelors,2017,New Delhi,3,27,Male,No,5,0,542297
Masters,2018,New Delhi,3,24,Male,No,2,1,555803
Bachelors,2016,Bangalore,3,26,Male,No,4,1,411814
Bachelors,2017,Bangalore,3,28,Male,Yes,3,0,642890
Bachelors,2017,New Delhi,3,26,Female,No,4,0,580403
Bachelors,2016,Pune,3,28,Male,No,3,0,651730
Bachelors,2015,New Delhi,3,26,Male,No,4,0,515906
Bachelors,2014,Bangalore,3,26,Male,No,4,1,467902
Bachelors,2017,Pune,2,24,Female,No,2,1,943773
Bachelors,2016,Bangalore,3,26,Male,No,4,1,696087
PHD,2016,New Delhi,1,26,Male,No,4,0,1383097
Bachelors,2018,Bangalore,3,24,Female,No,2,1,666482
Bachelors,2017,Bangalore,2,28,Female,No,1,0,836489
Bachelors,2013,Bangalore,3,24,Female,No,2,0,595720
Masters,2014,New Delhi,3,25,Female,No,3,0,514204
Bachelors,2012,Pune,1,26,Male,No,4,0,1479338
Bachelors,2014,Bangalore,3,28,Male,No,5,0,508485
Bachelors,2013,Bangalore,3,28,Male,No,2,1,457024
Masters,2017,Pune,2,27,Male,No,5,0,1051187
Bachelors,2016,Bangalore,3,28,Male,Yes,0,0,624325
Bachelors,2014,New Delhi,3,25,Male,No,3,0,411503
Bachelors,2013,Bangalore,3,25,Female,No,3,1,650689
Bachelors,2017,Bangalore,3,24,Female,No,2,1,566330
Bachelors,2015,Bangalore,3,26,Female,No,4,0,565465
Bachelors,2014,Bangalore,3,28,Male,No,4,0,495628
Bachelors,2017,New Delhi,2,28,Male,No,0,0,994620
Masters,2017,New Delhi,3,24,Female,No,2,0,632544
PHD,2017,Pune,3,27,Male,No,5,0,590449
Bachelors,2015,Bangalore,3,28,Female,No,5,0,534058
Bachelors,2017,New Delhi,3,25,Female,No,3,0,477575
Masters,2017,Bangalore,3,25,Male,No,3,0,527386
Masters,2017,Bangalore,1,26,Male,No,4,0,1433258
Bachelors,2014,Bangalore,3,25,Male,No,3,1,553476
Bachelors,2016,Bangalore,3,27,Male,No,5,1,473097
Bachelors,2013,Bangalore,3,24,Male,No,2,0,597714
Bachelors,2012,Bangalore,3,25,Male,No,3,0,561855
Bachelors,2014,Pune,3,25,Male,No,3,1,649085
Bachelors,2018,Bangalore,3,25,Female,No,3,1,431043
Masters,2012,Pune,3,26,Male,No,4,1,619021
PHD,2016,Bangalore,3,25,Male,No,3,0,666922
